,sms,spam,profan,profan-prob,
1413,HELLO PEACH! MY CAKE TASTS LUSH!,FALSE,FALSE,0.129149215,
1414,Have you laid your airtel line to rest?,FALSE,FALSE,0.129118541,
1415,He's in lag. That's just the sad part but we keep in touch thanks to skype,FALSE,FALSE,0.129098788,
1416,I wonder if you'll get this text?,FALSE,FALSE,0.129093807,
1417,"Haha awesome, be there in a minute",FALSE,FALSE,0.129076852,
1418,So what do you guys do.,FALSE,FALSE,0.128997478,
1419," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",FALSE,FALSE,0.128993186,
1420,Dont know you bring some food,FALSE,FALSE,0.128966102,
1421,Are you the cutest girl in the world or what,FALSE,FALSE,0.128964336,
1422,Then i buy.,FALSE,FALSE,0.128951627,
1423,Great! I have to run now so ttyl!,FALSE,FALSE,0.128911243,
1424,Dude sux for snake. He got old and raiden got buff,FALSE,FALSE,0.128901369,
1425,Why i come in between you people,FALSE,FALSE,0.128803005,
1426,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",FALSE,FALSE,0.128772925,
1427,Do have a nice day today. I love you so dearly.,FALSE,FALSE,0.128748351,
1428,RCT' THNQ Adrian for U text. Rgds Vatian,TRUE,FALSE,0.128638432,
1429,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",FALSE,FALSE,0.128613687,
1430,How come u got nothing to do?,FALSE,FALSE,0.128580455,
1431,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",FALSE,FALSE,0.128573009,
1432,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",FALSE,FALSE,0.128573009,
1433,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",FALSE,FALSE,0.128573009,
1434,Fffff. Can you text kadeem or are you too far gone,FALSE,FALSE,0.128558423,
1435,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",FALSE,FALSE,0.128520183,
1436,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),FALSE,FALSE,0.128461184,
1437,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,FALSE,FALSE,0.128446926,
1438,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,FALSE,FALSE,0.128418362,
1439,No need lar i go engin? Cos my sis at arts today...,FALSE,FALSE,0.128417334,
1440,"LIVE call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",TRUE,FALSE,0.128412961,
1441,"LIVE call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",TRUE,FALSE,0.128412961,
1442,"K give me a sec, breaking a  &lt;#&gt;  at cstore",FALSE,FALSE,0.128395719,
1443,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),FALSE,FALSE,0.128378688,
1444,Yeah I'll try to scrounge something up,FALSE,FALSE,0.128342064,
1445,"Now, whats your house # again ? And do you have any beer there ?",FALSE,FALSE,0.128303551,
1446,If you have belive me. Come to my home.,FALSE,FALSE,0.128162556,
1447,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),FALSE,FALSE,0.128091038,
1448,"K so am I, how much for an 8th? Fifty?",FALSE,FALSE,0.12790192,
1449,Me n him so funny...,FALSE,FALSE,0.127820577,
1450,"Me not waking up until 4 in the afternoon, sup",FALSE,FALSE,0.1277795,
1451,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),FALSE,FALSE,0.127777792,
1452,"We know someone who you know that you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",TRUE,FALSE,0.127744674,
1453,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,TRUE,FALSE,0.127738276,
1454,Now? I'm going out 4 dinner soon..,FALSE,FALSE,0.127665254,
1455,I am in office:)whats the matter..msg me now.i will call you at break:).,FALSE,FALSE,0.127598821,
1456,Ok... C ya...,FALSE,FALSE,0.127505361,
1457,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,FALSE,FALSE,0.12749538,
1458,Should I have picked up a receipt or something earlier,FALSE,FALSE,0.127479464,
1459,Hi:)did you asked to waheeda fathima about leave?,FALSE,FALSE,0.12746375,
1460,Can i get your opinion on something first?,FALSE,FALSE,0.127411638,
1461,ARR birthday today:) i wish him to get more oscar.,FALSE,FALSE,0.127338688,
1462,Sent me ur email id soon,FALSE,FALSE,0.127323889,
1463,Sent me ur email id soon,FALSE,FALSE,0.127323889,
1464,Do you know when dad will be back?,FALSE,FALSE,0.127314633,
1465,Er yep sure. Props?,FALSE,FALSE,0.127281158,
1466,Im done. Just studyn in library,FALSE,FALSE,0.127279307,
1467,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",TRUE,FALSE,0.127266454,
1468,COME BACK TO TAMPA FFFFUUUUUUU,FALSE,FALSE,0.127210649,
1469,"You aren't coming home between class, right? I need to work out and shower!",FALSE,FALSE,0.127181335,
1470,Y so late but i need to go n get da laptop...,FALSE,FALSE,0.127016894,
1471,I'm hungry buy smth home...,FALSE,FALSE,0.126965183,
1472,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,FALSE,FALSE,0.126890407,
1473,Where at were hungry too,FALSE,FALSE,0.126856042,
1474,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",FALSE,FALSE,0.126836586,
1475,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",FALSE,FALSE,0.126836586,
1476,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",FALSE,FALSE,0.126836586,
1477,Oh my God. I'm almost home,FALSE,FALSE,0.12682757,
1478,"Iâ€˜ll leave around four, ok?",FALSE,FALSE,0.126736601,
1479,So Ã¼'ll be submitting da project tmr rite?,FALSE,FALSE,0.126734953,
1480,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",FALSE,FALSE,0.126713321,
1481,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",FALSE,FALSE,0.126702038,
1482,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,FALSE,FALSE,0.126699975,
1483,O ic lol. Should play 9 doors sometime yo,FALSE,FALSE,0.126687164,
1484,"I'm not sure, I was just checking out what was happening around the area",FALSE,FALSE,0.12666236,
1485,"I'll text carlos and let you know, hang on",FALSE,FALSE,0.126624064,
1486,Ãœ give me some time to walk there.,FALSE,FALSE,0.126497776,
1487,Oh k. . I will come tomorrow,FALSE,FALSE,0.126487503,
1488,Oh k. . I will come tomorrow,FALSE,FALSE,0.126487503,
1489,No did you check? I got his detailed message now,FALSE,FALSE,0.126485575,
1490,When u wana see it then,FALSE,FALSE,0.126431015,
1491,I will be outside office take all from there,FALSE,FALSE,0.126384699,
1492,"Wait, do you know if wesleys in town? I bet she does hella drugs!",FALSE,FALSE,0.126382708,
1493,And you! Will expect you whenever you text! Hope all goes well tomo,FALSE,FALSE,0.126374853,
1494,"Almost there, see u in a sec",FALSE,FALSE,0.126332085,
1495,Got meh... When?,FALSE,FALSE,0.12627836,
1496,I HAVE A DATE ON SUNDAY WITH WILL!!,FALSE,FALSE,0.126267745,
1497,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,FALSE,FALSE,0.126253437,
1498,K..u also dont msg or reply to his msg..,FALSE,FALSE,0.126232552,
1499,I was just callin to say hi. Take care bruv!,FALSE,FALSE,0.126139238,
1500,Be happy there. I will come after noon,FALSE,FALSE,0.126107474,********
1501,"Aight, you close by or still down around alex's place?",FALSE,FALSE,0.126043158,
1502,Anything lor... U decide...,FALSE,FALSE,0.126017058,
1503,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",FALSE,FALSE,0.125990565,
1504,Wrong phone! This phone! I answer this one but assume the other is people i don't well,FALSE,FALSE,0.125951624,
1505,How will I creep on you now? ;_;,FALSE,FALSE,0.125730795,
1506,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",FALSE,FALSE,0.125694673,
1507,K.k:)when are you going?,FALSE,FALSE,0.125666587,
1508,Well I'm going to be an aunty!,FALSE,FALSE,0.125666587,
1509,Nope watching tv at home... Not going out. V bored...,FALSE,FALSE,0.125623645,
1510,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",FALSE,FALSE,0.125491541,
1511,I'll be late...,FALSE,FALSE,0.125434961,
1512,Hanging out with my brother and his family,FALSE,FALSE,0.125405178,
1513,Neva mind it's ok..,FALSE,FALSE,0.125388281,
1514,When Ã¼ login dat time... Dad fetching Ã¼ home now?,FALSE,FALSE,0.125370879,
1515,Now i'm going for lunch.,FALSE,FALSE,0.125334312,
1516,Is xy going 4 e lunch?,FALSE,FALSE,0.125334312,
1517,if you text on your way to cup stop that should work. And that should be BUS,FALSE,FALSE,0.125326064,
1518,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",FALSE,FALSE,0.125323825,
1519,I'm wif him now buying tix lar...,FALSE,FALSE,0.125271354,
1520,"K, can that happen tonight?",FALSE,FALSE,0.125236114,
1521,Mine here like all fr china then so noisy.,FALSE,FALSE,0.125232504,
1522,It vl bcum more difficult..,FALSE,FALSE,0.12520115,
1523,I keep ten rs in my shelf:) buy two egg.,FALSE,FALSE,0.125163733,
1524,I keep ten rs in my shelf:) buy two egg.,FALSE,FALSE,0.125163733,
1525,More people are in your area now. Call 09090204448 and join . AÂ£1.50 minAPN LS278BB,TRUE,FALSE,0.125123901,
1526,"It's cool, we can last a little while. Getting more any time soon?",FALSE,FALSE,0.12511421,
1527,Hey anyway i have to :-),FALSE,FALSE,0.125096815,
1528,"Yeah, where's your class at?",FALSE,FALSE,0.125045601,
1529,I was gonna ask you lol but i think its at 7,FALSE,FALSE,0.125002803,
1530,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,FALSE,FALSE,0.125002621,
1531,Tell rob to mack his gf in the theater,FALSE,FALSE,0.124934246,
1532,Then get some cash together and I'll text jason,FALSE,FALSE,0.124916132,
1533,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",FALSE,FALSE,0.124894067,
1534,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",FALSE,FALSE,0.124813774,
1535,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",FALSE,FALSE,0.124813774,
1536,We still on for tonight?,FALSE,FALSE,0.124798746,
1537,I am on the way to ur home,FALSE,FALSE,0.124765996,
1538,I am on the way to ur home,FALSE,FALSE,0.124765996,
1539,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",FALSE,FALSE,0.124607794,
1540,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,FALSE,FALSE,0.124587394,
1541,I'm still pretty weak today .. Bad day ?,FALSE,FALSE,0.12457097,
1542,I am late. I will be there at,FALSE,FALSE,0.124536068,
1543,I am late. I will be there at,FALSE,FALSE,0.124536068,
1544,I am late. I will be there at,FALSE,FALSE,0.124536068,
1545,Please sen :)my kind advice :-)please come here and try:-),FALSE,FALSE,0.124528152,
1546,"I'm back, lemme know when you're ready",FALSE,FALSE,0.124497553,
1547,In fact when do you leave? I think addie goes back to school tues or wed,FALSE,FALSE,0.124452627,
1548,I have no money 4 steve mate! !,FALSE,FALSE,0.124383461,
1549,What's ur pin?,FALSE,FALSE,0.124373492,
1550,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",TRUE,FALSE,0.124351328,
1551,I had it already..sabarish asked me to go..,FALSE,FALSE,0.124339799,
1552,My birthday is on feb  &lt;#&gt;  da. .,FALSE,FALSE,0.124331522,
1553,U still havent got urself a jacket ah?,FALSE,FALSE,0.124313211,
1554,U know we watchin at lido?,FALSE,FALSE,0.124307614,
1555,Prakesh is there know.,FALSE,FALSE,0.124307614,
1556,Then. You are eldest know.,FALSE,FALSE,0.124307614,
1557,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my  now ? Does he miss me ?,FALSE,FALSE,0.124303522,
1558,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,FALSE,FALSE,0.124291177,
1559,* Am on a train back from northampton so i'm afraid not!,FALSE,FALSE,0.12428784,
1560,Have you seen who's back at Holby?!,FALSE,FALSE,0.12427218,
1561,Lol enjoy role playing much?,FALSE,FALSE,0.124268874,
1562,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,FALSE,FALSE,0.124259792,
1563,Hi dis is yijue i would be happy to work wif Ã¼ all for gek1510...,FALSE,FALSE,0.124253792,
1564,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,TRUE,FALSE,0.124229323,
1565,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,TRUE,FALSE,0.124229323,
1566,So u wan 2 come for our dinner tonight a not?,FALSE,FALSE,0.12416148,
1567,Hmm ill have to think about it... ok you're forgiven! =D,FALSE,FALSE,0.124140465,
1568,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,TRUE,FALSE,0.12404925,
1569,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,TRUE,FALSE,0.12404925,
1570,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,TRUE,FALSE,0.12404925,
1571,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,TRUE,FALSE,0.12404925,
1572,Thank You meet you monday,FALSE,FALSE,0.123920417,
1573,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã¼ r done.,FALSE,FALSE,0.123874988,
1574,The bus leaves at  &lt;#&gt;,FALSE,FALSE,0.123834863,
1575,What you doing?how are you?,FALSE,FALSE,0.123816048,
1576,What you doing?how are you?,FALSE,FALSE,0.123816048,
1577,Que pases un buen tiempo or something like that,FALSE,FALSE,0.123798322,
1578,Waiting for your call.,FALSE,FALSE,0.123754517,
1579,it's really getting me down just hanging around.,FALSE,FALSE,0.123736064,
1580,At WHAT TIME should i come tomorrow,FALSE,FALSE,0.123718201,
1581,At WHAT TIME should i come tomorrow,FALSE,FALSE,0.123718201,
1582,Yep. I do like the pink furniture tho.,FALSE,FALSE,0.123714933,
1583,Here got lots of hair dresser fr china.,FALSE,FALSE,0.12366345,
1584,Huh? 6 also cannot? Then only how many mistakes?,FALSE,FALSE,0.123557402,
1585,"I think we're going to finn's now, come",FALSE,FALSE,0.123540113,
1586,What time is ur flight tmr?,FALSE,FALSE,0.123532924,
1587,That's the way you should stay oh.,FALSE,FALSE,0.123524452,
1588,Pls send me the correct name da.,FALSE,FALSE,0.123505324,
1589,Hi msg me:)i'm in office..,FALSE,FALSE,0.123485347,
1590,I dont have that much image in class.,FALSE,FALSE,0.123465456,
1591,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,FALSE,FALSE,0.123464398,
1592,Si si. I think ill go make those oreo truffles.,FALSE,FALSE,0.123452665,
1593,Aight do you still want to get money,FALSE,FALSE,0.123410142,
1594,Ya just telling abt tht incident..,FALSE,FALSE,0.123383684,
1595,Nite...,FALSE,FALSE,0.123369562,
1596,Prepare to be  every night...,FALSE,FALSE,0.123363834,
1597,Msg me when rajini comes.,FALSE,FALSE,0.123348081,
1598,Can Ã¼ send me a copy of da report?,FALSE,FALSE,0.123339153,
1599,Ya but it cant display internal subs so i gotta extract them,FALSE,FALSE,0.123323396,
1600,Hey gals.. Anyone of u going down to e driving centre tmr?,FALSE,FALSE,0.123232635,********
1601,K..k:)where are you?how did you performed?,FALSE,FALSE,0.123222159,
1602,I like you peoples very much:) but am very shy pa.,FALSE,FALSE,0.123221436,
1603,Oh great. I.ll disturb him more so that we can talk.,FALSE,FALSE,0.123206457,
1604,I can't make it tonight,FALSE,FALSE,0.123143511,
1605,Can Ã¼ all decide faster cos my sis going home liao..,FALSE,FALSE,0.123110411,
1606,"Vikky, come around  &lt;TIME&gt; ..",FALSE,FALSE,0.123086957,
1607,"""Im on gloucesterroad what are uup to later?""",FALSE,FALSE,0.123052984,
1608,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,FALSE,FALSE,0.123044029,
1609,Once free call me sir. I am waiting for you.,FALSE,FALSE,0.123040848,
1610,"Sir, i am waiting for your call, once free please call me.",FALSE,FALSE,0.123040848,
1611,"Sir, I am waiting for your mail.",FALSE,FALSE,0.123027119,
1612,"Sir, Waiting for your mail.",FALSE,FALSE,0.123027119,
1613,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,FALSE,FALSE,0.122985984,
1614,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,FALSE,FALSE,0.122979621,
1615,how are you? I miss you!,FALSE,FALSE,0.122972807,
1616,Who u talking about?,FALSE,FALSE,0.122964366,
1617,Then why no one talking to me,FALSE,FALSE,0.122964366,
1618,Do we have any spare power supplies,FALSE,FALSE,0.122957207,
1619,"Latest News! Police station toilet stolen, cops have nothing to go on!",TRUE,FALSE,0.122904515,
1620,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,TRUE,FALSE,0.122857385,
1621,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,TRUE,FALSE,0.122857385,
1622,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,TRUE,FALSE,0.122857385,
1623,Networking job is there.,FALSE,FALSE,0.122848284,
1624,Ok enjoy . R u there in home.,FALSE,FALSE,0.122835728,
1625,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",FALSE,FALSE,0.122814335,
1626,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",FALSE,FALSE,0.122790497,
1627,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,FALSE,FALSE,0.122752706,
1628,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",FALSE,FALSE,0.12272382,
1629,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,FALSE,FALSE,0.122642738,
1630,Good night my dear.. Sleepwell&amp;Take care,FALSE,FALSE,0.122622569,
1631,Good night my dear.. Sleepwell&amp;Take care,FALSE,FALSE,0.122622569,
1632,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,FALSE,FALSE,0.122595844,
1633,So how many days since then?,FALSE,FALSE,0.122578786,
1634,That's y we haf to combine n c how lor...,FALSE,FALSE,0.122572321,
1635,K tell me anything about you.,FALSE,FALSE,0.122549613,
1636,You call him and tell now infront of them. Call him now.,FALSE,FALSE,0.122549613,
1637,No..jst change tat only..,FALSE,FALSE,0.122537791,
1638,Aiyo please Ã¼ got time meh.,FALSE,FALSE,0.122527545,
1639,"Yes but i dont care! I need you bad, princess!",FALSE,FALSE,0.122493401,
1640,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,TRUE,FALSE,0.122424687,
1641,We stopped to get ice cream and will go back after,FALSE,FALSE,0.122371329,
1642,How much did ur hdd casing cost.,FALSE,FALSE,0.122324338,
1643,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",FALSE,FALSE,0.1223169,
1644,"THATÂ’S ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONÂ’T WORRY.C U L8TR HUN!LOVE Yaxxx",FALSE,FALSE,0.122306309,
1645,I cant wait to see you! How were the photos were useful? :),FALSE,FALSE,0.122260396,
1646,Oh is it? Send me the address,FALSE,FALSE,0.122205847,
1647,I am going to film 2day da. At 6pm. Sorry da.,FALSE,FALSE,0.122188877,
1648,Doing my masters. When will you buy a bb cos i have for sale and how's bf,FALSE,FALSE,0.122180622,
1649,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,FALSE,FALSE,0.122086406,
1650,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,FALSE,FALSE,0.122078625,
1651,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,FALSE,FALSE,0.122006484,
1652,Yup having my lunch buffet now.. U eat already?,FALSE,FALSE,0.121943536,
1653,â€¦ and donâ€˜t worry weâ€˜ll have finished by march â€¦ ish!,FALSE,FALSE,0.121939584,
1654,Well obviously not because all the people in my cool college life went home ;_;,FALSE,FALSE,0.121899573,
1655,Me i'm not workin. Once i get job...,FALSE,FALSE,0.121899237,
1656,Iâ€˜m going to try for 2 months ha ha only joking,FALSE,FALSE,0.121871232,
1657,In meeting da. I will call you,FALSE,FALSE,0.12185062,
1658,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",FALSE,FALSE,0.12182835,
1659,K I'll be there before 4.,FALSE,FALSE,0.121821884,
1660,"Haha... Sounds crazy, dunno can tahan anot...",FALSE,FALSE,0.12181683,
1661,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",TRUE,FALSE,0.121790454,
1662,Hurry home. Soup is DONE!,FALSE,FALSE,0.121751837,
1663,What time you coming down later?,FALSE,FALSE,0.121750664,
1664,You see the requirements please,FALSE,FALSE,0.121694085,
1665,Where you. What happen,FALSE,FALSE,0.121677112,
1666,I'm not coming home 4 dinner.,FALSE,FALSE,0.121648324,
1667,I'm coming home 4 dinner.,FALSE,FALSE,0.121648324,
1668,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",FALSE,FALSE,0.12158072,
1669,did u get that message,FALSE,FALSE,0.121545997,
1670,Oh k...i'm watching here:),FALSE,FALSE,0.121536662,
1671,"Usf I guess, might as well take 1 car",FALSE,FALSE,0.121490571,
1672,"Awesome, think we can get an 8th at usf some time tonight?",FALSE,FALSE,0.12146433,
1673,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",FALSE,FALSE,0.121453096,
1674,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,FALSE,FALSE,0.121430059,
1675,I can do that! I want to  both inside and outside the bedroom...,FALSE,FALSE,0.121424495,
1676,Can you use foreign stamps for whatever you send them off for?,FALSE,FALSE,0.121413757,
1677,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",FALSE,FALSE,0.121386006,
1678,I see a cup of coffee animation,FALSE,FALSE,0.121384846,
1679,She's borderline but yeah whatever.,FALSE,FALSE,0.121370471,
1680,Well you told others you'd marry them...,FALSE,FALSE,0.121363545,
1681,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)",FALSE,FALSE,0.121359194,
1682,Aight well keep me informed,FALSE,FALSE,0.121344157,
1683,K go and sleep well. Take rest:-).,FALSE,FALSE,0.121298058,
1684,We currently have a message awaiting your collection. To collect your message just call 08718723815.,TRUE,FALSE,0.121218286,
1685,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,FALSE,FALSE,0.121196046,
1686,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,FALSE,FALSE,0.121196046,
1687,"Haha, my friend tyler literally just asked if you could get him a dubsack",FALSE,FALSE,0.121185983,
1688,"I can probably come by, everybody's done around  &lt;#&gt;  right?",FALSE,FALSE,0.121169148,
1689,No but the bluray player can,FALSE,FALSE,0.121132215,
1690,You have 1 new message. Call 0207-083-6089,TRUE,FALSE,0.12101902,
1691,You have 1 new message. Please call 08715205273,TRUE,FALSE,0.12101902,
1692,You have 1 new message. Please call 08712400200.,TRUE,FALSE,0.12101902,
1693,You have 1 new message. Please call 08718738034.,TRUE,FALSE,0.12101902,
1694,Can not use foreign stamps in this country. Good lecture .,FALSE,FALSE,0.121013516,
1695,ok....take care.umma to you too...,FALSE,FALSE,0.120963653,
1696,U can call me now...,FALSE,FALSE,0.120956044,
1697,Are you this much buzy,FALSE,FALSE,0.120956044,
1698,How? Izzit still raining?,FALSE,FALSE,0.120956044,
1699,Do you still have the grinder?,FALSE,FALSE,0.120956044,
1700,K:)eng rocking in ashes:),FALSE,FALSE,0.120956044,********
1701,I anything lor...,FALSE,FALSE,0.120956044,
1702,ringtoneking 84484,TRUE,FALSE,0.120956044,
1703,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,FALSE,FALSE,0.120956044,
1704,Okie,FALSE,FALSE,0.120956044,
1705,Arun can u transfr me d amt,FALSE,FALSE,0.120956044,
1706,"see you then, we're all christmassy here!",FALSE,FALSE,0.120956044,
1707,Esplanade lor. Where else...,FALSE,FALSE,0.120956044,
1708,I'm done...,FALSE,FALSE,0.120956044,
1709,Where to get those?,FALSE,FALSE,0.120956044,
1710,I pocked you up there before,FALSE,FALSE,0.120956044,
1711,Those ducking chinchillas,FALSE,FALSE,0.120956044,
1712,That is wondar full flim.,FALSE,FALSE,0.120956044,
1713,How much is torch in 9ja.,FALSE,FALSE,0.120956044,
1714,I'm done. C Ã¼ there.,FALSE,FALSE,0.120956044,
1715,Okie,FALSE,FALSE,0.120956044,
